mms_id,holding_id,item_id
99173306773604107,22428770070004107,23428770060004107
99173306773604107,22428770090004107,23428770080004107
99173303213604107,22428776480004107,23428776450004107
99173306173604107,22428777720004107,23428777710004107
99173306183604107,22428784390004107,23428784380004107
99173303333604107,22428786450004107,23428786440004107
99173306723604107,22428787060004107,23428787050004107
99173306743604107,22428787280004107,23428787270004107
99166206813604107,22430101690004107,23430101680004107
99175709893604107,22433984590004107,23433984570004107
99138972583604107,22443745940004107,23443745930004107
99163632913604107,22477807310004107,23477807280004107
99180528453604107,22482927200004107,23482927180004107
99179850253604107,22522392500004107,23522392490004107
99179850263604107,22522409040004107,23522409030004107
99185929823504107,22588747840004107,23588747830004107
99185929822404107,22588748030004107,23588748010004107
99180528453604107,22482927200004107,23588748070004107
99185939335704107,22588748180004107,23588748170004107
99185939018004107,22588748220004107,23588748200004107
99185939018004107,22588748220004107,23588748210004107
99185929821504107,22588748270004107,23588748250004107
99185929822104107,22588748550004107,23588748520004107
99185944507404107,22594779940004107,23593676240004107
9977801603604107,22593679090004107,23594100060004107
99185975718404107,22601737640004107,23601737630004107
99185975718504107,22601737710004107,23601737700004107
99185975818304107,22601788440004107,23601788430004107
99185975822204107,22601819690004107,23601819640004107
99185975822204107,22601819690004107,23601819660004107
99185975822104107,22601819750004107,23601819710004107
99185975822004107,22601819820004107,23601819790004107
99185975822004107,22601819820004107,23601819810004107
99185943313204107,22594106490004107,23601984960004107
99185977699504107,22601985030004107,23601985010004107
99185975718404107,22601978110004107,23601985070004107
99185938222704107,22592819500004107,23602597190004107
99185982316604107,22602597210004107,23602597200004107
99186026505304107,22610367200004107,23610367190004107
99186033920904107,22611788540004107,23611689130004107
99186033920504107,22611788410004107,23611689190004107
99185938594004107,22593518320004107,23611699040004107
99175875233604107,22434097420004107,23611699080004107
99186033555204107,22611838570004107,23611838560004107
99185941421704107,22593679240004107,23611838770004107
99186033556304107,22611838900004107,23611838890004107
99186033556504107,22611838960004107,23611838950004107
99186033557104107,22611839140004107,23611839130004107
99185943313204107,22594106490004107,23611879810004107
99186036523004107,22612279790004107,23611909590004107
99186045623504107,22613529930004107,23612738490004107
99185982316804107,22602597270004107,23614318570004107
99185929821504107,22588748270004107,23614349240004107
99173306813604107,22428789240004107,23614988420004107
99186054678304107,22614988490004107,23614988480004107
9962014693604107,22405915240004107,23405915230004107
99173303253604107,22428772250004107,23428772240004107
99173306753604107,22428772590004107,23428772580004107
99173305113604107,22428774950004107,23428774940004107
99173303203604107,22428776000004107,23428775990004107
99173303203604107,22428776060004107,23428776050004107
99173306203604107,22428785190004107,23428785180004107
99173306203604107,22428785210004107,23428785200004107
99173306743604107,22428787260004107,23428787250004107
99173306773604107,22428770030004107,23428790000004107
99175875233604107,22434097420004107,23434097410004107
9966359653604107,22440018070004107,23440018060004107
9977801603604107,22493517000004107,23493516980004107
99168201343604107,22512298920004107,23512298910004107
99179850233604107,22522390670004107,23522390660004107
99179850253604107,22522392460004107,23522392450004107
99185929823104107,22588747800004107,23588747780004107
99185929823104107,22588747800004107,23588747790004107
99185939018204107,22588747880004107,23588747870004107
99185929822404107,22588748030004107,23588748000004107
9926674003604107,22449387800004107,23588748120004107
99185939335704107,22588748180004107,23588748160004107
99185929822704107,22588748440004107,23588748410004107
99185929822704107,22588748440004107,23588748430004107
99185929821604107,22588748490004107,23588748470004107
99180070803604107,22471625320004107,23588748570004107
99185929823304107,22588748700004107,23588748690004107
99185929822604107,22588748840004107,23588748810004107
99179850183604107,22522391610004107,23588748960004107
99185929821504107,22588748270004107,23592850400004107
99175709893604107,22433984590004107,23593518070004107
9977801603604107,22593679090004107,23593679080004107
99185943313304107,22594106530004107,23594106520004107
99185977383704107,22601737600004107,23601737590004107
9937472423604107,22601788700004107,23601788690004107
99185975822304107,22601819610004107,23601819600004107
99185977699504107,22601985030004107,23601985000004107
99185975718404107,22601978100004107,23601985080004107
99175100403604107,22442913590004107,23602349880004107
99185943313304107,22594106530004107,23602349910004107
99185943313304107,22594106530004107,23602349920004107
9962014693604107,22405915240004107,23602679430004107
99186026406804107,22610338200004107,23610338190004107
99185944507504107,22593676260004107,23611688350004107
99186033417704107,22611689010004107,23611688990004107
99173306203604107,22428785170004107,23428785160004107
99173306743604107,22428787220004107,23428787210004107
99173306743604107,22428787300004107,23428787290004107
99134082763604107,22440488890004107,23440488870004107
9926674003604107,22449387770004107,23449387750004107
99174836313604107,22469054040004107,23469054030004107
99134368383604107,22490609110004107,23490609100004107
9959810473604107,22506924690004107,23506924680004107
99179850293604107,22522392070004107,23522392060004107
99179850203604107,22522409250004107,23522409240004107
99128210043604107,22531339250004107,23531339240004107
99185939018204107,22588747880004107,23588747860004107
99185929821704107,22588747970004107,23588747950004107
99185929821704107,22588747970004107,23588747960004107
99180528453604107,22482927200004107,23588748100004107
99185939018104107,22592868880004107,23588748130004107
99185929822104107,22588748550004107,23588748510004107
99185929822104107,22588748550004107,23588748540004107
99185929822304107,22588748650004107,23588748640004107
99145564303604107,22480224240004107,23588748770004107
99173303303604107,22428771310004107,23588748930004107
99174836313604107,22469054020004107,23592858080004107
99151109793604107,22426256650004107,23593518030004107
99185941417604107,22593677610004107,23593677580004107
99185941417604107,22593677610004107,23593677600004107
99185929821804107,22588748320004107,23593677700004107
99185941421704107,22593679240004107,23593679230004107
99185943823504107,22594105140004107,23594105130004107
99179850253604107,22522392420004107,23594441520004107
9990881163604107,22601788630004107,23601788610004107
99185975818004107,22601788830004107,23601788810004107
99173303353604107,22428777320004107,23601819630004107
99185977383704107,22601737600004107,23601984970004107
99185975718504107,22601978470004107,23601985230004107
99175100403604107,22442913590004107,23602350000004107
99185982323204107,22602599830004107,23602599820004107
99186026406904107,22611797470004107,23610338160004107
99179850283604107,22522408270004107,23610338170004107
9926674003604107,22449387800004107,23611686910004107
99186033412604107,22612907810004107,23611687910004107
99186026505504107,22610367280004107,23611689040004107
99186033917904107,22611786870004107,23611698930004107
99186026505304107,22610367200004107,23611699070004107
99186033920904107,22611788560004107,23611838980004107
99185975817804107,22601984470004107,23611839070004107
99186042111104107,22612989310004107,23612905010004107
99186042111104107,22612989320004107,23612905020004107
99185982316804107,22602597270004107,23614318560004107
99185982316804107,22602597270004107,23614318580004107
99186026505404107,22610367240004107,23614349110004107
99138972583604107,22443745900004107,23614349130004107
99186052614904107,22614415100004107,23614415090004107
9970040093604107,22515374860004107,23601788800004107
99185975822404107,22602419290004107,23601819550004107
99185975822204107,22601819690004107,23601819670004107
99185975822204107,22601819690004107,23601819680004107
99185975822004107,22601819820004107,23601819780004107
99185975822004107,22601819820004107,23601819800004107
99185941421704107,22593679240004107,23601985050004107
99180979963604107,22439588330004107,23602340000004107
99185929821504107,22588748270004107,23602349900004107
99185944507504107,22593676260004107,23602597530004107
99185939018104107,22603250000004107,23603249990004107
99186026406904107,22610338240004107,23610338230004107
99185939335704107,22588748180004107,23610367180004107
99186026505604107,22610367320004107,23610367310004107
99186026505804107,22610367400004107,23610367390004107
99186033407304107,22611686030004107,23611686020004107
99186033417704107,22612819720004107,23611689000004107
99155951063604107,22496910680004107,23611777120004107
99186033556204107,22611838870004107,23611838860004107
99186033557304107,22611839200004107,23611839190004107
99186034222504107,22611889610004107,23612738480004107
99181048913604107,22412708660004107,23612738500004107
99186034223604107,22612908630004107,23612908610004107
99186034223604107,22612907630004107,23612908620004107
99185944507404107,22594779940004107,23613529000004107
99186067221404107,22616408970004107,23616408950004107
99173306753604107,22428772630004107,23428772620004107
99173303203604107,22428776020004107,23428776010004107
99173306173604107,22428777700004107,23428777690004107
99173306183604107,22428784370004107,23428784360004107
99173306793604107,22428785370004107,23428785360004107
99173303333604107,22428786430004107,23428786420004107
99173306723604107,22428787040004107,23428787030004107
99173306743604107,22428787240004107,23428787230004107
99173303223604107,22428788020004107,23428788010004107
99173303323604107,22428788260004107,23428788250004107
9967818093604107,22438803120004107,23438803110004107
99174836313604107,22469054020004107,23469054010004107
99180070803604107,22471625320004107,23471625310004107
99139685083604107,22498812000004107,23498811990004107
99179850183604107,22522391630004107,23522391620004107
99179850253604107,22522392480004107,23522392470004107
99128210043604107,22531339190004107,23531339170004107
99128210043604107,22531339230004107,23531339220004107
99185929823404107,22588747920004107,23588747910004107
99185929821704107,22588747970004107,23588747940004107
99185929822404107,22588748030004107,23588748020004107
99185929821504107,22588748270004107,23588748260004107
99185929822704107,22588748440004107,23588748420004107
99185929821604107,22588748490004107,23588748480004107
99145564303604107,22480224240004107,23588748790004107
99185929822604107,22588748840004107,23588748820004107
99185929822604107,22588748840004107,23588748830004107
99185938613304107,22592856440004107,23592856020004107
99185938593204107,22593517990004107,23593517960004107
99173306773604107,22428770030004107,23593518040004107
99175709893604107,22433984590004107,23593518060004107
99185929821804107,22588748320004107,23593677710004107
99185941623304107,22593699700004107,23593699680004107
99185943313204107,22594106490004107,23594106480004107
99185977699504107,22601737690004107,23601737680004107
99185975818304107,22601788440004107,23601788410004107
99185975817904107,22601788530004107,23601788510004107
9937472423604107,22601788700004107,23601788680004107
99179850263604107,22522409040004107,23601788900004107
99185975822304107,22601819610004107,23601819590004107
99185975822104107,22601819750004107,23601819720004107
99185975822104107,22601819750004107,23601819730004107
99185975822004107,22601819820004107,23601819770004107
99185975817804107,22601984470004107,23601984460004107
99185975817804107,22601984470004107,23602330000004107
99180979963604107,22439588330004107,23602349950004107
99186026407004107,22610338280004107,23610338270004107
99186026505404107,22610367240004107,23610367230004107
99173306793604107,22428785370004107,23610367430004107
99185975822404107,22611687880004107,23611687870004107
99185939335704107,22588748180004107,23611689080004107
99186033920904107,22611788560004107,23611689140004107
99186033418404107,22611796760004107,23611689290004107
99175875233604107,22434097420004107,23611699100004107
99186033518104107,22611796730004107,23611699140004107
99186033555404107,22611796890004107,23611838620004107
99186033555804107,22611838660004107,23611838650004107
99128210043604107,22531339190004107,23611838710004107
99186033920104107,22611788160004107,23611838830004107
99186033557504107,22611839260004107,23611839250004107
99186033531504107,22612279770004107,23611879580004107
99186033419104107,22611689340004107,23612738430004107
99179238753604107,22441407850004107,23614349020004107
99186033920504107,22611788410004107,23614349060004107
99185975822004107,22601819820004107,23614349070004107
99186051919504107,22614349150004107,23614349140004107
99186033557704107,22611839320004107,23614988450004107
99164076953604107,22417754920004107,23417754910004107
9976071043604107,22419914780004107,23419914770004107
99173303293604107,22428762590004107,23428762580004107
99173303253604107,22428772270004107,23428772260004107
99173306753604107,22428772550004107,23428772540004107
99173306183604107,22428784290004107,23428784280004107
99173306183604107,22428784330004107,23428784320004107
99185944507404107,22594779940004107,23594779900004107
99163632913604107,22601978670004107,23601737580004107
99185943313204107,22601978660004107,23601737670004107
9990881163604107,22601788630004107,23601788620004107
99185975822404107,22601819570004107,23601819540004107
99185975822104107,22601819750004107,23601819740004107
99185941421704107,22593679240004107,23601985060004107
99185939018104107,22602450000004107,23602349790004107
99166147343604107,22415897090004107,23602349960004107
99166147353604107,22415897400004107,23602597480004107
99186033922204107,22611789210004107,23611311220004107
99186033418404107,22611689300004107,23611689280004107
99175875233604107,22434097420004107,23611699110004107
99186033518104107,22611796720004107,23611699130004107
99186033518104107,22611796740004107,23611699150004107
99186033518104107,22611796750004107,23611699160004107
99186033920904107,22611788560004107,23611776710004107
99185975817804107,22601984470004107,23611776990004107
99186033920304107,22611788210004107,23611839010004107
99186033557004107,22611839110004107,23611839100004107
99185943313204107,22594106490004107,23611879820004107
99186037022604107,22612339580004107,23611909890004107
99186054678404107,22614988520004107,23614988510004107
99186026505404107,22610367240004107,23616328180004107
99186033419104107,22611689340004107,23616328670004107
99186067221404107,22616578410004107,23616408960004107
99175875233604107,22434097420004107,23616409000004107
99180405063604107,22421908260004107,23421908230004107
99173306773604107,22428770050004107,23428770040004107
99173303303604107,22428771310004107,23428771300004107
99173306753604107,22428772610004107,23428772600004107
99134082763604107,22440488930004107,23440488900004107
99118577293604107,22464248820004107,23464248810004107
99155951063604107,22496910680004107,23496910670004107
99179850253604107,22522392440004107,23522392430004107
99179850283604107,22522408270004107,23522408260004107
99179850203604107,22522409230004107,23522409220004107
99180528453604107,22482927200004107,23588748080004107
99185929821504107,22588748270004107,23588748240004107
99180405063604107,22421908260004107,23588748730004107
99151109793604107,22426256650004107,23588748910004107
99179850183604107,22522391610004107,23588748940004107
99179850183604107,22522391610004107,23588748950004107
99173303223604107,22428788000004107,23588748990004107
99185938616904107,22592858100004107,23592853090004107
99175709893604107,22433984590004107,23593518150004107
99185938594004107,22593518320004107,23593518310004107
99185938617004107,22592858140004107,23593518380004107
99185941417604107,22593677610004107,23593677590004107
99179238753604107,22441407850004107,23593679100004107
99185941623304107,22593699700004107,23593699670004107
99185977383604107,22601737510004107,23601737500004107
99185977383704107,22601737600004107,23601984990004107
99185929821504107,22588748270004107,23602349890004107
99180979963604107,22439588330004107,23602349930004107
99185982316504107,22602597170004107,23602597160004107
9962014693604107,22405915240004107,23602679420004107
99180979963604107,22439588330004107,23610338180004107
99155951063604107,22496910680004107,23611311250004107
99186026505504107,22610367280004107,23611689050004107
99186026505504107,22610367280004107,23611689070004107
99185944507504107,22593676260004107,23611689100004107
99185945013304107,22594497880004107,23611697830004107
99186026505304107,22610367200004107,23611698040004107
99166206813604107,22430101690004107,23611699030004107
99186033555404107,22611838630004107,23611776700004107
99175637703604107,22430593620004107,23611838800004107
99134082763604107,22440488930004107,23611839160004107
99186033531504107,22611879600004107,23611879570004107
99186033531504107,22612279760004107,23611879590004107
9966359653604107,22440018070004107,23612738460004107
99167370983604107,22401241620004107,23612738510004107
99186033518604107,22611699210004107,23612738520004107
99186033519004107,22611699320004107,23612738560004107
99186042111104107,22612905030004107,23612905000004107
99186051717604107,22614318530004107,23614318520004107
99185982316804107,22602597270004107,23614318590004107
99185929821504107,22588748270004107,23614349230004107
99186033557104107,22611839140004107,23614988390004107
99186026505404107,22610367240004107,23616328190004107
99151109793604107,22426256650004107,23426256640004107
99173306173604107,22428777680004107,23428777670004107
99173306183604107,22428784310004107,23428784300004107
99173306183604107,22428784350004107,23428784340004107
99173306813604107,22428789240004107,23428789230004107
9939426293604107,22442479690004107,23442479680004107
99166112853604107,22462870270004107,23462870260004107
99134368383604107,22490609090004107,23490609080004107
99128210043604107,22531339210004107,23531339200004107
99173306723604107,22428787020004107,23588748060004107
99185929823304107,22588748700004107,23588748670004107
99180405063604107,22421908260004107,23588748750004107
99139685083604107,22498812000004107,23588749000004107
99185938613304107,22592856440004107,23592856430004107
99151109793604107,22426256650004107,23593518020004107
99175709893604107,22433984590004107,23593518050004107
99163632913604107,22477807210004107,23594108400004107
99185941421704107,22601978530004107,23601737570004107
99185975818304107,22601788440004107,23601788420004107
99185975817904107,22601788530004107,23601788500004107
99186026505504107,22610367280004107,23611689060004107
99175875233604107,22434097420004107,23611699090004107
99186033518104107,22611699170004107,23611699120004107
99185943313304107,22594106530004107,23611839220004107
99186033557604107,22611839290004107,23611901120004107
99186033407304107,22613529910004107,23612738570004107
99180070803604107,22471625320004107,23614349010004107
99185939018104107,22603250000004107,23616409010004107
99164076953604107,22417754900004107,23417754890004107
99173306753604107,22428772570004107,23428772560004107
99173303353604107,22428777320004107,23428777310004107
99179238753604107,22441407850004107,23441407840004107
99138972583604107,22443745920004107,23443745910004107
99138972583604107,22443745970004107,23443745950004107
99174836313604107,22469054060004107,23469054050004107
99174836313604107,22469054080004107,23469054070004107
99163632913604107,22477807270004107,23477807230004107
9937472423604107,22508867970004107,23508867960004107
99179850243604107,22522390490004107,23522390480004107
99179850183604107,22522391610004107,23522391600004107
99179850203604107,22522409210004107,23522409200004107
99185929823404107,22588747920004107,23588747900004107
99185929822404107,22588748030004107,23588747990004107
99180528453604107,22482927200004107,23588748090004107
99185929821604107,22588748490004107,23588748460004107
99185929822204107,22588748590004107,23588748580004107
99180405063604107,22421908260004107,23588748740004107
99145564303604107,22480224240004107,23588748760004107
99185938593204107,22593517990004107,23593517970004107
99185944507504107,22593676260004107,23594779910004107
99185975718204107,22601737540004107,23601737530004107
99185975817904107,22601788530004107,23601788490004107
9990881163604107,22601788630004107,23601788580004107
99185975818104107,22601788750004107,23601788740004107
99185975822404107,22602419300004107,23601819560004107
99185975822204107,22601819690004107,23601819650004107
99185977383704107,22601737600004107,23601984980004107
99185977699504107,22601985030004107,23601985020004107
99163632913604107,22602209850004107,23602209860004107
99185975817704107,22602329980004107,23602329970004107
99180979963604107,22439588330004107,23602339990004107
99185939018104107,22602449990004107,23602349780004107
99180979963604107,22439588330004107,23602349940004107
99185975817704107,22602329980004107,23602419790004107
99185975817704107,22602329980004107,23602419800004107
99185995619204107,22604938660004107,23604938650004107
99186026505504107,22610367280004107,23610367270004107
99186033922204107,22611789230004107,23611524830004107
99186033412604107,22611687930004107,23611687920004107
99186033418304107,22611689250004107,23611688340004107
99186033418304107,22611689250004107,23611689240004107
9924346503604107,22611697780004107,23611697760004107
9924346503604107,22611697780004107,23611697770004107
99186033920504107,22611788410004107,23611698020004107
99186026505304107,22610367200004107,23611698030004107
99128210043604107,22531339190004107,23611776690004107
99186033555304107,22611838600004107,23611838590004107
99186033555504107,22611838690004107,23611838680004107
99186033557604107,22611839290004107,23611839280004107
99186033557704107,22611839320004107,23611839310004107
99185944507404107,22594779940004107,23611889420004107
99186037023304107,22612339610004107,23611901150004107
99186033419204107,22611689380004107,23612738470004107
99179850203604107,22522409210004107,23612738600004107
99186034223604107,22612907640004107,23612908600004107
99185995619204107,22604938660004107,23614349120004107
99186051919604107,22614349190004107,23614349180004107
99185929821504107,22588748270004107,23614349220004107
99173303293604107,22428762570004107,23428762560004107
99173303203604107,22428776040004107,23428776030004107
99173303213604107,22428776440004107,23428776430004107
99173306723604107,22428787020004107,23428787010004107
99173303223604107,22428788000004107,23428787990004107
9970715673604107,22437817650004107,23437817640004107
9924346503604107,22438684960004107,23438684940004107
99180979963604107,22439588330004107,23439588320004107
99166112863604107,22462886760004107,23462886750004107
99118577293604107,22464248860004107,23464248850004107
99163632913604107,22477807210004107,23477807180004107
9970040093604107,22515374860004107,23515374850004107
99179850243604107,22522390470004107,23522390460004107
99179850233604107,22522390630004107,23522390620004107
99179850233604107,22522390650004107,23522390640004107
99179850253604107,22522392420004107,23522392390004107
99173306723604107,22428787020004107,23588748050004107
99185929822104107,22588748550004107,23588748530004107
99185929823304107,22588748700004107,23588748680004107
99180405063604107,22421908260004107,23588748720004107
99145564303604107,22480224240004107,23588748780004107
99185929822604107,22588748840004107,23588748800004107
99173303223604107,22428788000004107,23588748970004107
99173303223604107,22428788000004107,23588748980004107
99179238753604107,22441407850004107,23592858040004107
99185938616904107,22592858100004107,23592858090004107
99185938617004107,22592858140004107,23592858130004107
99185929823504107,22588747840004107,23592868960004107
99185938593204107,22593517990004107,23593517980004107
99185944507504107,22593676260004107,23593676250004107
99185929821804107,22588748320004107,23593677690004107
9977801603604107,22593679090004107,23594100070004107
