RegionID,SizeRank,RegionName,RegionType,State,City,Metro,month,ZHVI
67182,80,22193,zip,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,382710.0433863839
67732,140,23464,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,298449.4203117538
67180,165,22191,zip,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,368261.76136963005
66126,174,20002,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,671416.0852764029
66705,199,20906,zip,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,380993.0775086062
66843,268,21234,zip,MD,Parkville,"Baltimore-Columbia-Towson, MD",2021-01-31,233071.51889805496
67730,275,23462,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,235344.48871219475
66135,277,20011,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,640394.5570248602
67010,321,21740,zip,MD,Hagerstown,"Hagerstown-Martinsburg, MD-WV",2021-01-31,200356.87972667083
66683,322,20878,zip,MD,Gaithersburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,577261.0059153904
67657,325,23322,zip,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,390400.8030854534
66142,347,20019,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,379305.9303444512
67247,380,22407,zip,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,329738.9504158648
67724,390,23456,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,398976.8733375398
66679,395,20874,zip,MD,Germantown,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,340238.3643653113
66785,409,21117,zip,MD,Owings Mills,"Baltimore-Columbia-Towson, MD",2021-01-31,297197.5155134716
66242,451,20147,zip,VA,Ashburn,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,561169.4371463006
67655,454,23320,zip,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,278694.1975706282
66787,458,21122,zip,MD,Pasadena,"Baltimore-Columbia-Towson, MD",2021-01-31,360258.1968662697
67181,495,22192,zip,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,391033.7776729445
66832,509,21222,zip,MD,Dundalk,"Baltimore-Columbia-Towson, MD",2021-01-31,164956.3643040647
67114,518,22003,zip,VA,Annandale,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,601654.6516136276
67307,519,22554,zip,VA,Stafford,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,418770.4492605557
67120,526,22030,zip,VA,Fairfax,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,620996.2757759906
67722,548,23454,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,331498.2268072612
67720,549,23452,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,281044.26308488223
67953,594,24060,zip,VA,Blacksburg,"Blacksburg-Christiansburg, VA",2021-01-31,317698.2164382112
66597,613,20744,zip,MD,Fort Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,376264.50327138667
66143,649,20020,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,380802.4618178091
67189,683,22204,zip,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,541308.4802375003
67541,713,23112,zip,VA,Midlothian,"Richmond, VA",2021-01-31,301810.64619610336
66620,720,20772,zip,MD,Upper Marlboro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,389943.8708321909
66825,742,21215,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,129110.68639312834
66701,778,20902,zip,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,463566.43434366817
67598,781,23223,zip,VA,Henrico,"Richmond, VA",2021-01-31,193232.73782028424
66758,783,21061,zip,MD,Glen Burnie,"Baltimore-Columbia-Towson, MD",2021-01-31,293752.8000354226
67787,802,23666,zip,VA,Hampton,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,206006.33380194328
66703,808,20904,zip,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,483316.0484393837
66816,823,21206,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,166328.89495253193
66630,825,20783,zip,MD,Langley Park,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,364050.2967946127
66243,833,20148,zip,VA,Ashburn,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,662259.6612637959
66817,848,21207,zip,MD,,"Baltimore-Columbia-Towson, MD",2021-01-31,219246.5927165612
66133,874,20009,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,582846.6650277853
66664,892,20850,zip,MD,Rockville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,585183.9295788374
66666,908,20852,zip,MD,North Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,514157.86447631154
67708,925,23434,zip,VA,Suffolk,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,238885.2737376466
66622,937,20774,zip,MD,Upper Marlboro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,385390.12440256594
66212,951,20110,zip,VA,Manassas,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,376562.01719316695
66261,954,20171,zip,VA,Herndon,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,643622.2531128024
67222,963,22304,zip,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,390055.3883630568
66264,976,20176,zip,VA,Leesburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,594340.8007543326
66838,984,21228,zip,MD,Catonsville,"Baltimore-Columbia-Towson, MD",2021-01-31,336221.2107503175
66834,1016,21224,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,186823.0431047252
66668,1028,20854,zip,MD,Potomac,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,967325.465192542
67723,1053,23455,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,334580.84343521984
67590,1058,23188,zip,VA,Williamsburg,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,338199.1512493316
67587,1119,23185,zip,VA,Williamsburg,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,327148.5327254311
66828,1141,21218,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,151584.62163662564
66566,1184,20706,zip,MD,Lanham Seabrook,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,369459.17178808246
66744,1197,21043,zip,MD,Ellicott City,"Baltimore-Columbia-Towson, MD",2021-01-31,502875.58046703646
67427,1239,22903,zip,VA,Charlottesville,"Charlottesville, VA",2021-01-31,394639.1015818805
66708,1262,20910,zip,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,593898.5931485463
66125,1281,20001,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,695263.959713295
67111,1286,21921,zip,MD,Elkton,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-01-31,265973.92433074745
68174,1383,24502,zip,VA,Lynchburg,"Lynchburg, VA",2021-01-31,189545.19025073145
66839,1400,21229,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,135897.03616837235
67116,1420,22015,zip,VA,Burke,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,560193.4955931647
66987,1459,21702,zip,MD,Frederick,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,330682.72755292495
67609,1464,23234,zip,VA,,"Richmond, VA",2021-01-31,195276.0805669734
66254,1489,20164,zip,VA,Sterling,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,443034.1927523124
66632,1496,20785,zip,MD,Greater Landover,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,296585.2229237764
67776,1518,23608,zip,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,210035.5603128753
66260,1548,20170,zip,VA,Herndon,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,532441.151158996
66745,1556,21044,zip,MD,Columbia,"Baltimore-Columbia-Towson, MD",2021-01-31,421500.2483738975
66743,1580,21042,zip,MD,Ellicott City,"Baltimore-Columbia-Towson, MD",2021-01-31,615189.649576903
66211,1633,20109,zip,VA,Manassas,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,324611.3761718111
66831,1644,21221,zip,MD,Essex,"Baltimore-Columbia-Towson, MD",2021-01-31,223275.105219976
66886,1659,21502,zip,MD,Cumberland,"Cumberland, MD-WV",2021-01-31,114338.89641139864
67658,1671,23323,zip,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,308140.96212018374
66221,1701,20120,zip,VA,Centreville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,525284.0482711653
66805,1762,21157,zip,MD,Westminster,"Baltimore-Columbia-Towson, MD",2021-01-31,350514.3249389371
67770,1786,23602,zip,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,219523.5620965153
67600,1797,23225,zip,VA,Richmond,"Richmond, VA",2021-01-31,260878.77933158827
66774,1798,21093,zip,MD,Lutherville Timonium,"Baltimore-Columbia-Towson, MD",2021-01-31,403148.9691590808
66830,1817,21220,zip,MD,Middle River,"Baltimore-Columbia-Towson, MD",2021-01-31,252400.18754697897
66746,1829,21045,zip,MD,Columbia,"Baltimore-Columbia-Towson, MD",2021-01-31,373597.49346796615
67504,1845,23059,zip,VA,Glen Allen,"Richmond, VA",2021-01-31,458795.4041535042
67719,1863,23451,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,485007.0938691832
66600,1866,20747,zip,MD,District Heights,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,291173.56824012776
67394,1904,22801,zip,VA,Harrisonburg,"Harrisonburg, VA",2021-01-31,288465.77949798526
66263,1907,20175,zip,VA,Leesburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,587488.6850137276
67599,1908,23224,zip,VA,Richmond,"Richmond, VA",2021-01-31,142977.15084745517
66986,1938,21701,zip,MD,Frederick,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,328441.80243711616
66877,1947,21401,zip,MD,Annapolis,"Baltimore-Columbia-Towson, MD",2021-01-31,480379.7782349945
66593,1964,20740,zip,MD,College Park,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,369300.10620894615
67790,1987,23669,zip,VA,Hampton,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,198572.67963470143
66589,1996,20735,zip,MD,Clinton,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,361270.8812632503
66601,2007,20748,zip,MD,Temple Hills,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,314527.6901458723
67820,2011,23832,zip,VA,Chesterfield,"Richmond, VA",2021-01-31,281996.97416032664
66988,2016,21703,zip,MD,Frederick,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,313238.52731485426
66151,2047,20032,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,344014.6765910811
66850,2053,21244,zip,MD,Windsor Mill,"Baltimore-Columbia-Towson, MD",2021-01-31,247939.95390599445
67186,2093,22201,zip,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,659578.6058666093
66648,2103,20817,zip,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,980626.9627284996
66596,2111,20743,zip,MD,Capitol Heights,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,277678.77164492564
66845,2143,21236,zip,MD,Nottingham,"Baltimore-Columbia-Towson, MD",2021-01-31,266180.7071487949
67808,2170,23803,zip,VA,Petersburg,"Richmond, VA",2021-01-31,132068.8384957643
66682,2194,20877,zip,MD,Gaithersburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,386099.17005371535
68019,2204,24153,zip,VA,Salem,"Roanoke, VA",2021-01-31,208887.35247885704
66700,2237,20901,zip,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,503272.2890758603
68125,2260,24401,zip,VA,Staunton,"Staunton, VA",2021-01-31,217723.34529347296
67056,2265,21804,zip,MD,Salisbury,"Salisbury, MD-DE",2021-01-31,171867.55238233172
66763,2280,21075,zip,MD,Elkridge,"Baltimore-Columbia-Towson, MD",2021-01-31,385600.37648340495
67140,2305,22079,zip,VA,Lorton,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,532279.2938132922
66818,2307,21208,zip,MD,Pikesville,"Baltimore-Columbia-Towson, MD",2021-01-31,281525.4060566011
66246,2310,20152,zip,VA,Chantilly,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,619473.7786959399
67540,2345,23111,zip,VA,Mechanicsville,"Richmond, VA",2021-01-31,277722.4318232617
66248,2347,20155,zip,VA,Gainesville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,531555.6208678022
66567,2365,20707,zip,MD,Laurel,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,343120.31153787574
67656,2371,23321,zip,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,284654.75864688004
66783,2380,21113,zip,MD,Odenton,"Baltimore-Columbia-Towson, MD",2021-01-31,364421.9410793251
67123,2388,22033,zip,VA,Fairfax,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,539511.8633021449
67132,2410,22042,zip,VA,Falls Church,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,578125.9401230222
67606,2435,23231,zip,VA,Henrico,"Richmond, VA",2021-01-31,225015.44349780187
67042,2445,21784,zip,MD,Sykesville,"Baltimore-Columbia-Towson, MD",2021-01-31,432525.6720206071
67921,2452,24018,zip,VA,Roanoke,"Roanoke, VA",2021-01-31,261013.68112455012
66213,2475,20111,zip,VA,Manassas,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,384435.4254406447
66794,2501,21136,zip,MD,Reisterstown,"Baltimore-Columbia-Towson, MD",2021-01-31,315723.75839032064
66757,2526,21060,zip,MD,Glen Burnie,"Baltimore-Columbia-Towson, MD",2021-01-31,311946.6982497689
67227,2557,22309,zip,VA,Mount Vernon,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,461119.952985889
66724,2573,21014,zip,MD,Bel Air,"Baltimore-Columbia-Towson, MD",2021-01-31,348999.1726690842
66797,2579,21144,zip,MD,Severn,"Baltimore-Columbia-Towson, MD",2021-01-31,410759.1829795352
67245,2621,22405,zip,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,340031.9719124382
67505,2635,23060,zip,VA,Glen Allen,"Richmond, VA",2021-01-31,324363.8403634683
67425,2689,22901,zip,VA,Charlottesville,"Charlottesville, VA",2021-01-31,371947.7605663812
67232,2694,22314,zip,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,745060.0260959476
66837,2699,21227,zip,MD,Halethorpe,"Baltimore-Columbia-Towson, MD",2021-01-31,239575.4084732805
67121,2700,22031,zip,VA,Fairfax,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,614028.1055492695
67603,2739,23228,zip,VA,Lakeside,"Richmond, VA",2021-01-31,225348.0629713422
67604,2767,23229,zip,VA,Henrico,"Richmond, VA",2021-01-31,369949.5020762395
67819,2773,23831,zip,VA,Chester,"Richmond, VA",2021-01-31,267195.0127559454
67721,2778,23453,zip,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,268688.2502684248
67595,2831,23220,zip,VA,Richmond,"Richmond, VA",2021-01-31,333581.9428788599
67224,2841,22306,zip,VA,Hybla Valley,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,502968.3028368829
66582,2845,20723,zip,MD,Laurel,"Baltimore-Columbia-Towson, MD",2021-01-31,446498.83833909687
66822,2872,21212,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,266802.52509978885
66835,2874,21225,zip,MD,Brooklyn Park,"Baltimore-Columbia-Towson, MD",2021-01-31,164097.93628237877
66629,2885,20782,zip,MD,Hyattsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,384492.76524339407
67012,2933,21742,zip,MD,Paramount-Long Meadow,"Hagerstown-Martinsburg, MD-WV",2021-01-31,254166.37907602443
67356,2940,22701,zip,VA,Culpeper,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,315479.125178947
67610,2952,23235,zip,VA,Bon Air,"Richmond, VA",2021-01-31,277430.5013253176
66879,2969,21403,zip,MD,Annapolis,"Baltimore-Columbia-Towson, MD",2021-01-31,465201.2665899337
67749,3001,23505,zip,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,241119.883651341
66139,3051,20016,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,976639.3598644878
66134,3057,20010,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,707779.6842019283
66496,3077,20603,zip,MD,Waldorf,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,390211.36689174
66255,3090,20165,zip,VA,Sterling,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,559404.7274213984
67709,3127,23435,zip,VA,Suffolk,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,319606.1136886824
67192,3141,22207,zip,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,1094024.626192296
67309,3188,22556,zip,VA,Stafford,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,390630.7525322416
67122,3200,22032,zip,VA,Fairfax,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,657853.2784634646
66827,3211,21217,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,74920.11992874333
66720,3212,21009,zip,MD,Abingdon,"Baltimore-Columbia-Towson, MD",2021-01-31,282970.448651458
66840,3223,21230,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,230080.92642799576
66127,3224,20003,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,826134.5275460688
66565,3251,20705,zip,MD,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,375587.7326186639
67167,3258,22153,zip,VA,Springfield,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,585527.6804516218
67839,3260,23860,zip,VA,Hopewell,"Richmond, VA",2021-01-31,142412.45249898144
67471,3286,22980,zip,VA,Waynesboro,"Staunton, VA",2021-01-31,220489.5438562668
66232,3288,20136,zip,VA,Bristow,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,521048.62226617377
66646,3318,20815,zip,MD,Chevy Chase,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,1079128.0071332045
66690,3326,20886,zip,MD,Montgomery Village,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,303554.1429653784
67147,3347,22101,zip,VA,McLean,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,1191133.1007718695
67608,3348,23233,zip,VA,Henrico,"Richmond, VA",2021-01-31,388683.8120278122
67030,3358,21771,zip,MD,Mount Airy,"Baltimore-Columbia-Towson, MD",2021-01-31,474624.1075212963
67248,3371,22408,zip,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,318932.3451515069
67922,3411,24019,zip,VA,Roanoke,"Roanoke, VA",2021-01-31,212091.07331199068
66207,3417,20105,zip,VA,Aldie,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,729210.2816276558
66667,3420,20853,zip,MD,Rockville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,508983.9517691697
67228,3438,22310,zip,VA,Rose Hill,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,542493.2345534983
68200,3443,24540,zip,VA,Danville,"Danville, VA",2021-01-31,96328.25914713858
67323,3497,22602,zip,VA,Winchester,"Winchester, VA-WV",2021-01-31,294855.810608122
67335,3504,22630,zip,VA,Front Royal,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,275833.1583737509
66725,3527,21015,zip,MD,Bel Air,"Baltimore-Columbia-Towson, MD",2021-01-31,368835.6663997698
66846,3541,21237,zip,MD,Rossville,"Baltimore-Columbia-Towson, MD",2021-01-31,243563.9489498074
67989,3541,24112,zip,VA,Martinsville,"Martinsville, VA",2021-01-31,81486.68383861263
67053,3557,21801,zip,MD,Salisbury,"Salisbury, MD-DE",2021-01-31,201988.7631047385
67822,3587,23834,zip,VA,Colonial Heights,"Richmond, VA",2021-01-31,195211.1381107237
66277,3590,20191,zip,VA,Reston,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,491990.043997617
66580,3593,20721,zip,MD,Bowie,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,482971.2054789578
66645,3605,20814,zip,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,730813.399762933
67233,3673,22315,zip,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,541882.346043189
66684,3677,20879,zip,MD,Gaithersburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,359338.5723301824
67612,3678,23237,zip,VA,Chesterfield,"Richmond, VA",2021-01-31,215506.5468548512
66847,3685,21239,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,157315.58042165104
67757,3694,23513,zip,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,189559.37917952825
67166,3719,22152,zip,VA,Springfield,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,540659.6057118546
67131,3722,22041,zip,VA,Falls Church,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,381063.12099567335
66823,3727,21213,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,92408.917728013
67774,3745,23606,zip,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,259776.78366173865
66131,3753,20007,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,1055673.0737871483
66598,3761,20745,zip,MD,Forest Heights,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,310066.9517343898
67965,3763,24073,zip,VA,Christiansburg,"Blacksburg-Christiansburg, VA",2021-01-31,220360.07723798385
67322,3773,22601,zip,VA,Winchester,"Winchester, VA-WV",2021-01-31,245805.62781639563
67545,3787,23116,zip,VA,Mechanicsville,"Richmond, VA",2021-01-31,363980.2043235845
67761,3807,23518,zip,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,248887.05509408063
67747,3823,23503,zip,VA,Norfolk,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,226718.47854555407
66494,3827,20601,zip,MD,Waldorf,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,351668.64719063306
66132,3831,20008,zip,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,801360.4051361154
67801,3889,23703,zip,VA,Portsmouth,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,227783.93143318585
66819,3894,21209,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,340657.3943503653
67395,3900,22802,zip,VA,Harrisonburg,"Harrisonburg, VA",2021-01-31,229350.747762491
66214,3916,20112,zip,VA,Manassas,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,543963.8215978342
66568,3932,20708,zip,MD,Laurel,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,392485.83426354575
66599,3954,20746,zip,MD,Suitland-Silver Hill,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,297114.6652058303
67613,4027,23238,zip,VA,Tuckahoe,"Richmond, VA",2021-01-31,350076.332154199
67164,4054,22150,zip,VA,Springfield,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,534254.4292305309
68173,4055,24501,zip,VA,Lynchburg,"Lynchburg, VA",2021-01-31,126000.36844722112
68201,4058,24541,zip,VA,Danville,"Danville, VA",2021-01-31,96057.28738034562
67915,4075,24012,zip,VA,Roanoke,"Roanoke, VA",2021-01-31,151003.16749690188
66793,4088,21133,zip,MD,Randallstown,"Baltimore-Columbia-Towson, MD",2021-01-31,284252.302806184
67230,4096,22312,zip,VA,Lincolnia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,508401.1415126247
67559,4185,23139,zip,VA,Powhatan,"Richmond, VA",2021-01-31,344331.1668100019
67246,4221,22406,zip,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,418474.0034706519
67148,4246,22102,zip,VA,McLean,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,686251.0932228606
66222,4272,20121,zip,VA,Centreville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,425695.1336098186
67597,4343,23222,zip,VA,Richmond,"Richmond, VA",2021-01-31,174781.7144285515
67187,4360,22202,zip,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,717404.9125858262
67241,4365,22401,zip,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,361390.1654813335
66631,4385,20784,zip,MD,Landover Hills,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,321322.4785803792
66574,4394,20715,zip,MD,Bowie,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,394882.8717522419
66798,4427,21146,zip,MD,Severna Park,"Baltimore-Columbia-Towson, MD",2021-01-31,578776.0100619396
67542,4437,23113,zip,VA,Midlothian,"Richmond, VA",2021-01-31,489881.91653460165
67602,4458,23227,zip,VA,Henrico,"Richmond, VA",2021-01-31,281170.0704947578
66495,4479,20602,zip,MD,Waldorf,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,309176.40319059574
66681,4537,20876,zip,MD,Germantown,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,389403.30195713154
67176,4542,22182,zip,VA,Vienna,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2021-01-31,934543.4353489274
67769,4563,23601,zip,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",2021-01-31,205207.42682714196
67276,4582,22485,zip,VA,King George,,2021-01-31,341883.2270872979
66826,4632,21216,zip,MD,Baltimore,"Baltimore-Columbia-Towson, MD",2021-01-31,88063.29710336764
