date,state,fips,cases,deaths,state_abbr
2020-01-21,Washington,53,1,0,WA
2020-01-22,Washington,53,1,0,WA
2020-01-23,Washington,53,1,0,WA
2020-01-24,Washington,53,1,0,WA
2020-01-25,Washington,53,1,0,WA
2020-01-26,Washington,53,1,0,WA
2020-01-27,Washington,53,1,0,WA
2020-01-28,Washington,53,1,0,WA
2020-01-29,Washington,53,1,0,WA
2020-01-30,Washington,53,1,0,WA
2020-01-31,Washington,53,1,0,WA
2020-02-01,Washington,53,1,0,WA
2020-02-02,Washington,53,1,0,WA
2020-02-03,Washington,53,1,0,WA
2020-02-04,Washington,53,1,0,WA
2020-02-05,Washington,53,1,0,WA
2020-02-06,Washington,53,1,0,WA
2020-02-07,Washington,53,1,0,WA
2020-02-08,Washington,53,1,0,WA
2020-02-09,Washington,53,1,0,WA
2020-02-10,Washington,53,1,0,WA
2020-02-11,Washington,53,1,0,WA
2020-02-12,Washington,53,1,0,WA
2020-02-13,Washington,53,1,0,WA
2020-02-14,Washington,53,1,0,WA
2020-02-15,Washington,53,1,0,WA
2020-02-16,Washington,53,1,0,WA
2020-02-17,Washington,53,1,0,WA
2020-02-18,Washington,53,1,0,WA
2020-02-19,Washington,53,1,0,WA
2020-02-20,Washington,53,1,0,WA
2020-02-21,Washington,53,1,0,WA
2020-02-22,Washington,53,1,0,WA
2020-02-23,Washington,53,1,0,WA
2020-02-24,Washington,53,5,0,WA
2020-02-25,Washington,53,5,0,WA
2020-02-26,Washington,53,5,0,WA
2020-02-27,Washington,53,5,0,WA
2020-02-28,Washington,53,7,0,WA
2020-02-29,Washington,53,10,1,WA
2020-03-01,Washington,53,17,3,WA
2020-03-02,Washington,53,23,6,WA
2020-03-03,Washington,53,32,10,WA
2020-03-04,Washington,53,47,11,WA
2020-03-05,Washington,53,75,11,WA
2020-03-06,Washington,53,86,12,WA
2020-03-07,Washington,53,110,16,WA
2020-03-08,Washington,53,141,19,WA
2020-03-09,Washington,53,179,22,WA
2020-03-10,Washington,53,279,24,WA
2020-03-11,Washington,53,338,29,WA
2020-03-12,Washington,53,419,32,WA
2020-03-13,Washington,53,511,37,WA
2020-03-14,Washington,53,609,40,WA
2020-03-15,Washington,53,675,42,WA
2020-03-16,Washington,53,794,48,WA
2020-03-17,Washington,53,908,54,WA
2020-03-18,Washington,53,1026,68,WA
2020-03-19,Washington,53,1228,75,WA
2020-03-20,Washington,53,1404,83,WA
2020-03-21,Washington,53,1655,95,WA
2020-03-22,Washington,53,1844,97,WA
2020-03-23,Washington,53,2101,110,WA
2020-03-24,Washington,53,2469,123,WA
2020-03-25,Washington,53,2585,130,WA
2020-03-26,Washington,53,3208,152,WA
2020-03-27,Washington,53,3770,179,WA
2020-03-28,Washington,53,4311,193,WA
2020-03-29,Washington,53,4897,209,WA
2020-03-30,Washington,53,5180,221,WA
2020-03-31,Washington,53,5293,226,WA
2020-04-01,Washington,53,5589,250,WA
2020-04-02,Washington,53,6586,272,WA
2020-04-03,Washington,53,6967,293,WA
2020-04-04,Washington,53,7499,318,WA
2020-04-05,Washington,53,7985,344,WA
2020-04-06,Washington,53,8385,383,WA
2020-04-07,Washington,53,8683,409,WA
2020-04-08,Washington,53,9098,430,WA
2020-04-09,Washington,53,9609,456,WA
2020-04-10,Washington,53,9888,483,WA
2020-04-11,Washington,53,10227,498,WA
2020-04-12,Washington,53,10414,511,WA
2020-04-13,Washington,53,10547,525,WA
2020-04-14,Washington,53,10711,552,WA
2020-04-15,Washington,53,10806,572,WA
2020-04-16,Washington,53,11180,588,WA
2020-04-17,Washington,53,11479,610,WA
2020-04-18,Washington,53,11850,629,WA
2020-04-19,Washington,53,11864,637,WA
2020-04-20,Washington,53,12255,661,WA
2020-04-21,Washington,53,12410,683,WA
2020-04-22,Washington,53,12606,696,WA
2020-04-23,Washington,53,12981,717,WA
2020-04-24,Washington,53,13197,731,WA
2020-04-25,Washington,53,13565,743,WA
2020-04-26,Washington,53,13744,757,WA
2020-04-27,Washington,53,13958,771,WA
2020-04-28,Washington,53,14165,792,WA
2020-04-29,Washington,53,14490,805,WA
2020-04-30,Washington,53,14814,822,WA
2020-05-01,Washington,53,15134,829,WA
2020-05-02,Washington,53,15383,833,WA
2020-05-03,Washington,53,15943,840,WA
2020-05-04,Washington,53,16047,846,WA
2020-05-05,Washington,53,16234,863,WA
2020-05-06,Washington,53,16873,881,WA
2020-05-07,Washington,53,17187,903,WA
2020-05-08,Washington,53,17477,915,WA
2020-05-09,Washington,53,17629,925,WA
2020-05-10,Washington,53,17781,939,WA
2020-05-11,Washington,53,18172,957,WA
2020-05-12,Washington,53,18382,972,WA
2020-05-13,Washington,53,18492,977,WA
2020-05-14,Washington,53,18861,991,WA
2020-05-15,Washington,53,19131,1008,WA
2020-05-16,Washington,53,19336,1015,WA
2020-05-17,Washington,53,19514,1016,WA
2020-05-18,Washington,53,19756,1020,WA
2020-05-19,Washington,53,19988,1042,WA
2020-05-20,Washington,53,20110,1045,WA
2020-05-21,Washington,53,20280,1054,WA
2020-05-22,Washington,53,20526,1061,WA
2020-05-23,Washington,53,20740,1062,WA
2020-05-24,Washington,53,20989,1069,WA
2020-05-25,Washington,53,21265,1076,WA
2020-05-26,Washington,53,21538,1091,WA
2020-05-27,Washington,53,21825,1106,WA
2020-05-28,Washington,53,22091,1116,WA
2020-05-29,Washington,53,22377,1120,WA
2020-05-30,Washington,53,22618,1126,WA
2020-05-31,Washington,53,22814,1126,WA
2020-06-01,Washington,53,23272,1133,WA
2020-06-02,Washington,53,23608,1139,WA
2020-06-03,Washington,53,23776,1145,WA
2020-06-04,Washington,53,23999,1150,WA
2020-06-05,Washington,53,24546,1160,WA
2020-06-06,Washington,53,24767,1163,WA
2020-06-07,Washington,53,25064,1163,WA
2020-06-08,Washington,53,25593,1168,WA
2020-06-09,Washington,53,25796,1181,WA
2020-06-10,Washington,53,25940,1183,WA
2020-06-11,Washington,53,26172,1198,WA
2020-06-12,Washington,53,26576,1207,WA
2020-06-13,Washington,53,26920,1216,WA
2020-06-14,Washington,53,27135,1220,WA
2020-06-15,Washington,53,27577,1223,WA
2020-06-16,Washington,53,27949,1234,WA
2020-06-17,Washington,53,28270,1229,WA
2020-06-18,Washington,53,28663,1246,WA
2020-06-19,Washington,53,29045,1258,WA
2020-06-20,Washington,53,29466,1268,WA
2020-06-21,Washington,53,29797,1271,WA
2020-06-22,Washington,53,30443,1277,WA
2020-06-23,Washington,53,30778,1285,WA
2020-06-24,Washington,53,31400,1294,WA
2020-06-25,Washington,53,31998,1301,WA
2020-06-26,Washington,53,32489,1305,WA
2020-06-27,Washington,53,33031,1311,WA
2020-06-28,Washington,53,33341,1311,WA
2020-06-29,Washington,53,34036,1321,WA
2020-06-30,Washington,53,34541,1333,WA
2020-07-01,Washington,53,35258,1340,WA
2020-07-02,Washington,53,35921,1343,WA
2020-07-03,Washington,53,36417,1353,WA
2020-07-04,Washington,53,36799,1355,WA
2020-07-05,Washington,53,37468,1360,WA
2020-07-06,Washington,53,38517,1370,WA
2020-07-07,Washington,53,39063,1385,WA
2020-07-08,Washington,53,39661,1395,WA
2020-07-09,Washington,53,40369,1410,WA
2020-07-10,Washington,53,41090,1426,WA
2020-07-11,Washington,53,41326,1426,WA
2020-07-12,Washington,53,42181,1438,WA
2020-07-13,Washington,53,43538,1439,WA
2020-07-14,Washington,53,44257,1465,WA
2020-07-15,Washington,53,45004,1486,WA
2020-07-16,Washington,53,46268,1492,WA
2020-07-17,Washington,53,47226,1498,WA
2020-07-18,Washington,53,47889,1509,WA
2020-07-19,Washington,53,48601,1512,WA
2020-07-20,Washington,53,49949,1521,WA
2020-07-21,Washington,53,50746,1531,WA
2020-07-22,Washington,53,51442,1534,WA
2020-07-23,Washington,53,52255,1548,WA
2020-07-24,Washington,53,53278,1590,WA
2020-07-25,Washington,53,53883,1591,WA
2020-07-26,Washington,53,54421,1595,WA
2020-07-27,Washington,53,55547,1610,WA
2020-07-28,Washington,53,56575,1632,WA
2020-07-29,Washington,53,57299,1642,WA
2020-07-30,Washington,53,58099,1652,WA
2020-07-31,Washington,53,58725,1653,WA
2020-08-01,Washington,53,59648,1675,WA
2020-08-02,Washington,53,60160,1679,WA
2020-08-03,Washington,53,61011,1684,WA
2020-08-04,Washington,53,61828,1705,WA
2020-08-05,Washington,53,62389,1704,WA
2020-08-06,Washington,53,63056,1715,WA
2020-08-07,Washington,53,63975,1743,WA
2020-08-08,Washington,53,64346,1751,WA
2020-08-09,Washington,53,65248,1773,WA
2020-08-10,Washington,53,66225,1780,WA
2020-08-11,Washington,53,66619,1785,WA
2020-08-12,Washington,53,67170,1788,WA
2020-08-13,Washington,53,68095,1822,WA
2020-08-14,Washington,53,68581,1825,WA
2020-08-15,Washington,53,69136,1842,WA
2020-08-16,Washington,53,69894,1861,WA
2020-08-17,Washington,53,70509,1869,WA
2020-08-18,Washington,53,71032,1895,WA
2020-08-19,Washington,53,71594,1910,WA
2020-08-20,Washington,53,72284,1924,WA
2020-08-21,Washington,53,72787,1937,WA
2020-08-22,Washington,53,73353,1944,WA
2020-08-23,Washington,53,73745,1948,WA
2020-08-24,Washington,53,74292,1953,WA
2020-08-25,Washington,53,74634,1962,WA
2020-08-26,Washington,53,75207,1968,WA
2020-08-27,Washington,53,75752,1977,WA
2020-08-28,Washington,53,76397,1992,WA
2020-08-29,Washington,53,76834,1992,WA
2020-08-30,Washington,53,77122,1992,WA
2020-08-31,Washington,53,77718,2002,WA
2020-09-01,Washington,53,78061,2018,WA
2020-09-02,Washington,53,78554,2025,WA
2020-09-03,Washington,53,79120,2033,WA
2020-09-04,Washington,53,79721,2042,WA
2020-09-05,Washington,53,79900,2042,WA
2020-09-06,Washington,53,80369,2043,WA
2020-09-07,Washington,53,80485,2043,WA
2020-09-08,Washington,53,81048,2045,WA
2020-09-09,Washington,53,81528,2066,WA
2020-09-10,Washington,53,82125,2073,WA
2020-09-11,Washington,53,82590,2079,WA
2020-09-12,Washington,53,82957,2079,WA
2020-09-13,Washington,53,83177,2079,WA
2020-09-14,Washington,53,83861,2095,WA
2020-09-15,Washington,53,84222,2107,WA
2020-09-16,Washington,53,84714,2113,WA
2020-09-17,Washington,53,85101,2123,WA
2020-09-18,Washington,53,85583,2130,WA
2020-09-19,Washington,53,85886,2130,WA
2020-09-20,Washington,53,86169,2130,WA
2020-09-21,Washington,53,86803,2137,WA
2020-09-22,Washington,53,87233,2163,WA
2020-09-23,Washington,53,88042,2175,WA
2020-09-24,Washington,53,88597,2175,WA
2020-09-25,Washington,53,89149,2193,WA
2020-09-26,Washington,53,89514,2196,WA
2020-09-27,Washington,53,89822,2196,WA
2020-09-28,Washington,53,90596,2199,WA
2020-09-29,Washington,53,91011,2218,WA
2020-09-30,Washington,53,91560,2222,WA
2020-10-01,Washington,53,92166,2227,WA
2020-10-02,Washington,53,92727,2239,WA
2020-10-03,Washington,53,93160,2238,WA
2020-10-04,Washington,53,93527,2238,WA
2020-10-05,Washington,53,94202,2253,WA
2020-10-06,Washington,53,94694,2261,WA
2020-10-07,Washington,53,95500,2274,WA
2020-10-08,Washington,53,96227,2280,WA
2020-10-09,Washington,53,96837,2288,WA
2020-10-10,Washington,53,97223,2289,WA
2020-10-11,Washington,53,97527,2289,WA
2020-10-12,Washington,53,98265,2292,WA
2020-10-13,Washington,53,99311,2311,WA
2020-10-14,Washington,53,100068,2319,WA
2020-10-15,Washington,53,100838,2331,WA
2020-10-16,Washington,53,101533,2338,WA
2020-10-17,Washington,53,102054,2339,WA
2020-10-18,Washington,53,102403,2339,WA
2020-10-19,Washington,53,103323,2357,WA
2020-10-20,Washington,53,103845,2380,WA
2020-10-21,Washington,53,104624,2384,WA
2020-10-22,Washington,53,105364,2389,WA
2020-10-23,Washington,53,106189,2396,WA
2020-10-24,Washington,53,106772,2396,WA
2020-10-25,Washington,53,107270,2396,WA
2020-10-26,Washington,53,108393,2428,WA
2020-10-27,Washington,53,108966,2438,WA
2020-10-28,Washington,53,109865,2454,WA
2020-10-29,Washington,53,110748,2463,WA
2020-10-30,Washington,53,111893,2468,WA
2020-10-31,Washington,53,112580,2468,WA
2020-11-01,Washington,53,113109,2468,WA
2020-11-02,Washington,53,114787,2484,WA
2020-11-03,Washington,53,115608,2507,WA
2020-11-04,Washington,53,117091,2526,WA
2020-11-05,Washington,53,118459,2542,WA
2020-11-06,Washington,53,120123,2552,WA
2020-11-07,Washington,53,121220,2552,WA
2020-11-08,Washington,53,122310,2552,WA
2020-11-09,Washington,53,124560,2577,WA
2020-11-10,Washington,53,126091,2594,WA
2020-11-11,Washington,53,126886,2595,WA
2020-11-12,Washington,53,129672,2619,WA
2020-11-13,Washington,53,132183,2634,WA
2020-11-14,Washington,53,133612,2638,WA
2020-11-15,Washington,53,135365,2638,WA
2020-11-16,Washington,53,138602,2661,WA
2020-11-17,Washington,53,140923,2686,WA
2020-11-18,Washington,53,142511,2704,WA
2020-11-19,Washington,53,144968,2717,WA
2020-11-20,Washington,53,147251,2738,WA
2020-11-21,Washington,53,148691,2738,WA
2020-11-22,Washington,53,149703,2738,WA
2020-11-23,Washington,53,155336,2775,WA
2020-11-24,Washington,53,158234,2807,WA
2020-11-25,Washington,53,161207,2825,WA
2020-11-26,Washington,53,161911,2825,WA
2020-11-27,Washington,53,165230,2828,WA
2020-11-28,Washington,53,166736,2828,WA
2020-11-29,Washington,53,168333,2828,WA
2020-11-30,Washington,53,172175,2895,WA
2020-12-01,Washington,53,174969,2927,WA
2020-12-02,Washington,53,177929,2979,WA
2020-12-03,Washington,53,180125,3040,WA
2020-12-04,Washington,53,182758,3062,WA
2020-12-05,Washington,53,184079,3065,WA
2020-12-06,Washington,53,185505,3065,WA
2020-12-07,Washington,53,191468,3080,WA
2020-12-08,Washington,53,194788,3102,WA
2020-12-09,Washington,53,197973,3146,WA
2020-12-10,Washington,53,201179,3075,WA
2020-12-11,Washington,53,204484,3097,WA
2020-12-12,Washington,53,207399,3043,WA
2020-12-13,Washington,53,209385,3045,WA
2020-12-14,Washington,53,212342,3084,WA
2020-12-15,Washington,53,214085,3123,WA
2020-12-16,Washington,53,215310,3139,WA
2020-12-17,Washington,53,220628,3170,WA
2020-12-18,Washington,53,224594,3168,WA
2020-12-19,Washington,53,226551,3169,WA
2020-12-20,Washington,53,227049,3170,WA
2020-12-21,Washington,53,230642,3186,WA
2020-12-22,Washington,53,232204,3214,WA
2020-12-23,Washington,53,234832,3245,WA
2020-12-24,Washington,53,237269,3268,WA
2020-12-25,Washington,53,237689,3268,WA
2020-12-26,Washington,53,240763,3283,WA
2020-12-27,Washington,53,241036,3283,WA
2020-12-28,Washington,53,243547,3300,WA
2020-12-29,Washington,53,245692,3433,WA
2020-12-30,Washington,53,247455,3486,WA
2020-12-31,Washington,53,251064,3523,WA
2021-01-01,Washington,53,251585,3523,WA
2021-01-02,Washington,53,253290,3524,WA
2021-01-03,Washington,53,258557,3524,WA
2021-01-04,Washington,53,261328,3558,WA
2021-01-05,Washington,53,263713,3611,WA
2021-01-06,Washington,53,265790,3681,WA
2021-01-07,Washington,53,269033,3719,WA
2021-01-08,Washington,53,273142,3768,WA
2021-01-09,Washington,53,275832,3775,WA
2021-01-10,Washington,53,276333,3776,WA
2021-01-11,Washington,53,281071,3793,WA
2021-01-12,Washington,53,283363,3869,WA
2021-01-13,Washington,53,285690,3909,WA
2021-01-14,Washington,53,288127,3949,WA
2021-01-15,Washington,53,290288,3972,WA
2021-01-16,Washington,53,290896,3971,WA
2021-01-17,Washington,53,293296,3971,WA
2021-01-18,Washington,53,293739,3974,WA
2021-01-19,Washington,53,296519,4020,WA
2021-01-20,Washington,53,298487,4021,WA
2021-01-21,Washington,53,300420,4131,WA
2021-01-22,Washington,53,302546,4178,WA
2021-01-23,Washington,53,304107,4182,WA
2021-01-24,Washington,53,304523,4182,WA
2021-01-25,Washington,53,306489,4221,WA
2021-01-26,Washington,53,307880,4245,WA
2021-01-27,Washington,53,309604,4294,WA
2021-01-28,Washington,53,312042,4328,WA
2021-01-29,Washington,53,314033,4368,WA
2021-01-30,Washington,53,315448,4368,WA
2021-01-31,Washington,53,315769,4369,WA
2021-02-01,Washington,53,317703,4404,WA
2021-02-02,Washington,53,318967,4402,WA
2021-02-03,Washington,53,319502,4466,WA
2021-02-04,Washington,53,321940,4492,WA
2021-02-05,Washington,53,323334,4526,WA
2021-02-06,Washington,53,323748,4527,WA
2021-02-07,Washington,53,323947,4531,WA
2020-01-24,Illinois,17,1,0,IL
2020-01-25,Illinois,17,1,0,IL
2020-01-26,Illinois,17,1,0,IL
2020-01-27,Illinois,17,1,0,IL
2020-01-28,Illinois,17,1,0,IL
2020-01-29,Illinois,17,1,0,IL
2020-01-30,Illinois,17,2,0,IL
2020-01-31,Illinois,17,2,0,IL
2020-02-01,Illinois,17,2,0,IL
2020-02-02,Illinois,17,2,0,IL
2020-02-03,Illinois,17,2,0,IL
2020-02-04,Illinois,17,2,0,IL
2020-02-05,Illinois,17,2,0,IL
2020-02-06,Illinois,17,2,0,IL
2020-02-07,Illinois,17,2,0,IL
2020-02-08,Illinois,17,2,0,IL
2020-02-09,Illinois,17,2,0,IL
2020-02-10,Illinois,17,2,0,IL
2020-02-11,Illinois,17,2,0,IL
2020-02-12,Illinois,17,2,0,IL
2020-02-13,Illinois,17,2,0,IL
2020-02-14,Illinois,17,2,0,IL
2020-02-15,Illinois,17,2,0,IL
2020-02-16,Illinois,17,2,0,IL
2020-02-17,Illinois,17,2,0,IL
2020-02-18,Illinois,17,2,0,IL
2020-02-19,Illinois,17,2,0,IL
2020-02-20,Illinois,17,2,0,IL
2020-02-21,Illinois,17,2,0,IL
2020-02-22,Illinois,17,2,0,IL
2020-02-23,Illinois,17,2,0,IL
2020-02-24,Illinois,17,2,0,IL
2020-02-25,Illinois,17,2,0,IL
2020-02-26,Illinois,17,2,0,IL
2020-02-27,Illinois,17,2,0,IL
2020-02-28,Illinois,17,2,0,IL
2020-02-29,Illinois,17,3,0,IL
2020-03-01,Illinois,17,3,0,IL
2020-03-02,Illinois,17,4,0,IL
2020-03-03,Illinois,17,4,0,IL
2020-03-04,Illinois,17,4,0,IL
2020-03-05,Illinois,17,5,0,IL
2020-03-06,Illinois,17,6,0,IL
2020-03-07,Illinois,17,6,0,IL
2020-03-08,Illinois,17,7,0,IL
2020-03-09,Illinois,17,11,0,IL
2020-03-10,Illinois,17,19,0,IL
2020-03-11,Illinois,17,25,0,IL
2020-03-12,Illinois,17,32,0,IL
2020-03-13,Illinois,17,46,0,IL
2020-03-14,Illinois,17,66,0,IL
2020-03-15,Illinois,17,94,0,IL
2020-03-16,Illinois,17,104,0,IL
2020-03-17,Illinois,17,159,1,IL
2020-03-18,Illinois,17,286,1,IL
2020-03-19,Illinois,17,420,4,IL
2020-03-20,Illinois,17,583,5,IL
2020-03-21,Illinois,17,751,6,IL
2020-03-22,Illinois,17,1047,9,IL
2020-03-23,Illinois,17,1285,12,IL
2020-03-24,Illinois,17,1535,16,IL
2020-03-25,Illinois,17,1874,21,IL
2020-03-26,Illinois,17,2538,26,IL
2020-03-27,Illinois,17,3029,37,IL
2020-03-28,Illinois,17,3547,50,IL
2020-03-29,Illinois,17,4615,71,IL
2020-03-30,Illinois,17,5070,84,IL
2020-03-31,Illinois,17,5992,107,IL
2020-04-01,Illinois,17,6978,146,IL
2020-04-02,Illinois,17,7695,165,IL
2020-04-03,Illinois,17,8904,212,IL
2020-04-04,Illinois,17,10357,248,IL
2020-04-05,Illinois,17,11276,283,IL
2020-04-06,Illinois,17,12262,309,IL
2020-04-07,Illinois,17,13549,384,IL
2020-04-08,Illinois,17,15078,464,IL
2020-04-09,Illinois,17,16422,534,IL
2020-04-10,Illinois,17,17887,607,IL
2020-04-11,Illinois,17,19180,682,IL
2020-04-12,Illinois,17,20852,727,IL
2020-04-13,Illinois,17,22025,800,IL
2020-04-14,Illinois,17,23247,878,IL
2020-04-15,Illinois,17,24593,958,IL
2020-04-16,Illinois,17,25734,1081,IL
2020-04-17,Illinois,17,27575,1142,IL
2020-04-18,Illinois,17,29160,1272,IL
2020-04-19,Illinois,17,30357,1302,IL
2020-04-20,Illinois,17,31508,1359,IL
2020-04-21,Illinois,17,33059,1479,IL
2020-04-22,Illinois,17,35108,1577,IL
2020-04-23,Illinois,17,36935,1696,IL
2020-04-24,Illinois,17,39658,1804,IL
2020-04-25,Illinois,17,41777,1884,IL
2020-04-26,Illinois,17,43903,1943,IL
2020-04-27,Illinois,17,45883,1992,IL
2020-04-28,Illinois,17,48102,2132,IL
2020-04-29,Illinois,17,50355,2221,IL
2020-04-30,Illinois,17,52918,2361,IL
2020-05-01,Illinois,17,56055,2464,IL
2020-05-02,Illinois,17,58505,2576,IL
2020-05-03,Illinois,17,61499,2632,IL
2020-05-04,Illinois,17,63840,2673,IL
2020-05-05,Illinois,17,65889,2843,IL
2020-05-06,Illinois,17,68164,2977,IL
2020-05-07,Illinois,17,70802,3139,IL
2020-05-08,Illinois,17,73688,3262,IL
2020-05-09,Illinois,17,76008,3362,IL
2020-05-10,Illinois,17,77662,3426,IL
2020-05-11,Illinois,17,79123,3480,IL
2020-05-12,Illinois,17,83168,3617,IL
2020-05-13,Illinois,17,84874,3815,IL
2020-05-14,Illinois,17,88081,3945,IL
2020-05-15,Illinois,17,90528,4075,IL
2020-05-16,Illinois,17,92669,4149,IL
2020-05-17,Illinois,17,94360,4198,IL
2020-05-18,Illinois,17,96778,4257,IL
2020-05-19,Illinois,17,98298,4399,IL
2020-05-20,Illinois,17,100713,4547,IL
2020-05-21,Illinois,17,102995,4634,IL
2020-05-22,Illinois,17,105710,4740,IL
2020-05-23,Illinois,17,108100,4817,IL
2020-05-24,Illinois,17,110541,4884,IL
2020-05-25,Illinois,17,112248,4912,IL
2020-05-26,Illinois,17,113486,4960,IL
2020-05-27,Illinois,17,114612,5118,IL
2020-05-28,Illinois,17,116128,5225,IL
2020-05-29,Illinois,17,117794,5308,IL
2020-05-30,Illinois,17,119290,5368,IL
2020-05-31,Illinois,17,120588,5426,IL
2020-06-01,Illinois,17,121666,5458,IL
2020-06-02,Illinois,17,123244,5567,IL
2020-06-03,Illinois,17,124279,5665,IL
2020-06-04,Illinois,17,125149,5772,IL
2020-06-05,Illinois,17,126317,5834,IL
2020-06-06,Illinois,17,127251,5898,IL
2020-06-07,Illinois,17,128070,5939,IL
2020-06-08,Illinois,17,129543,6142,IL
2020-06-09,Illinois,17,130321,6237,IL
2020-06-10,Illinois,17,130889,6302,IL
2020-06-11,Illinois,17,131731,6388,IL
2020-06-12,Illinois,17,132489,6469,IL
2020-06-13,Illinois,17,133117,6491,IL
2020-06-14,Illinois,17,133719,6512,IL
2020-06-15,Illinois,17,134247,6543,IL
2020-06-16,Illinois,17,134866,6608,IL
2020-06-17,Illinois,17,135416,6687,IL
2020-06-18,Illinois,17,136081,6737,IL
2020-06-19,Illinois,17,136917,6801,IL
2020-06-20,Illinois,17,137535,6846,IL
2020-06-21,Illinois,17,138154,6865,IL
2020-06-22,Illinois,17,138615,6889,IL
2020-06-23,Illinois,17,139282,6925,IL
2020-06-24,Illinois,17,140025,6986,IL
2020-06-25,Illinois,17,140935,7024,IL
2020-06-26,Illinois,17,141812,7059,IL
2020-06-27,Illinois,17,142536,7083,IL
2020-06-28,Illinois,17,143117,7098,IL
2020-06-29,Illinois,17,143885,7115,IL
2020-06-30,Illinois,17,144661,7136,IL
2020-07-01,Illinois,17,145541,7160,IL
2020-07-02,Illinois,17,146407,7197,IL
2020-07-03,Illinois,17,147293,7222,IL
2020-07-04,Illinois,17,148151,7234,IL
2020-07-05,Illinois,17,148730,7241,IL
2020-07-06,Illinois,17,149428,7250,IL
2020-07-07,Illinois,17,150110,7281,IL
2020-07-08,Illinois,17,151055,7315,IL
2020-07-09,Illinois,17,152188,7333,IL
2020-07-10,Illinois,17,153406,7349,IL
2020-07-11,Illinois,17,154530,7372,IL
2020-07-12,Illinois,17,155355,7391,IL
2020-07-13,Illinois,17,156288,7398,IL
2020-07-14,Illinois,17,157055,7425,IL
2020-07-15,Illinois,17,158451,7435,IL
2020-07-16,Illinois,17,159676,7457,IL
2020-07-17,Illinois,17,161042,7468,IL
2020-07-18,Illinois,17,162299,7486,IL
2020-07-19,Illinois,17,163284,7491,IL
2020-07-20,Illinois,17,164552,7500,IL
2020-07-21,Illinois,17,165534,7521,IL
2020-07-22,Illinois,17,167142,7544,IL
2020-07-23,Illinois,17,168766,7563,IL
2020-07-24,Illinois,17,170376,7580,IL
2020-07-25,Illinois,17,171669,7593,IL
2020-07-26,Illinois,17,173079,7595,IL
2020-07-27,Illinois,17,174442,7619,IL
2020-07-28,Illinois,17,175588,7645,IL
2020-07-29,Illinois,17,176967,7661,IL
2020-07-30,Illinois,17,178832,7677,IL
2020-07-31,Illinois,17,180701,7703,IL
2020-08-01,Illinois,17,182232,7707,IL
2020-08-02,Illinois,17,183714,7718,IL
2020-08-03,Illinois,17,185238,7728,IL
2020-08-04,Illinois,17,186598,7747,IL
2020-08-05,Illinois,17,188474,7776,IL
2020-08-06,Illinois,17,190465,7796,IL
2020-08-07,Illinois,17,192482,7833,IL
2020-08-08,Illinois,17,194531,7846,IL
2020-08-09,Illinois,17,195897,7852,IL
2020-08-10,Illinois,17,197326,7854,IL
2020-08-11,Illinois,17,198919,7879,IL
2020-08-12,Illinois,17,200648,7907,IL
2020-08-13,Illinois,17,202577,7934,IL
2020-08-14,Illinois,17,204827,7953,IL
2020-08-15,Illinois,17,206505,7959,IL
2020-08-16,Illinois,17,208068,7973,IL
2020-08-17,Illinois,17,209942,7990,IL
2020-08-18,Illinois,17,211806,8017,IL
2020-08-19,Illinois,17,213888,8037,IL
2020-08-20,Illinois,17,215889,8064,IL
2020-08-21,Illinois,17,218111,8086,IL
2020-08-22,Illinois,17,220459,8107,IL
2020-08-23,Illinois,17,222292,8114,IL
2020-08-24,Illinois,17,224056,8123,IL
2020-08-25,Illinois,17,225812,8155,IL
2020-08-26,Illinois,17,227872,8186,IL
2020-08-27,Illinois,17,229598,8206,IL
2020-08-28,Illinois,17,232052,8229,IL
2020-08-29,Illinois,17,233806,8236,IL
2020-08-30,Illinois,17,235779,8248,IL
2020-08-31,Illinois,17,237682,8258,IL
2020-09-01,Illinois,17,239115,8299,IL
2020-09-02,Illinois,17,241282,8322,IL
2020-09-03,Illinois,17,242715,8347,IL
2020-09-04,Illinois,17,248253,8386,IL
2020-09-05,Illinois,17,250882,8405,IL
2020-09-06,Illinois,17,252306,8409,IL
2020-09-07,Illinois,17,253649,8417,IL
2020-09-08,Illinois,17,255229,8431,IL
2020-09-09,Illinois,17,256614,8457,IL
2020-09-10,Illinois,17,258573,8480,IL
2020-09-11,Illinois,17,260949,8522,IL
2020-09-12,Illinois,17,262957,8546,IL
2020-09-13,Illinois,17,264340,8562,IL
2020-09-14,Illinois,17,265869,8571,IL
2020-09-15,Illinois,17,267380,8589,IL
2020-09-16,Illinois,17,269282,8622,IL
2020-09-17,Illinois,17,271370,8643,IL
2020-09-18,Illinois,17,273596,8666,IL
2020-09-19,Illinois,17,276057,8688,IL
2020-09-20,Illinois,17,277373,8700,IL
2020-09-21,Illinois,17,279032,8717,IL
2020-09-22,Illinois,17,280511,8741,IL
2020-09-23,Illinois,17,282331,8762,IL
2020-09-24,Illinois,17,284620,8793,IL
2020-09-25,Illinois,17,287375,8826,IL
2020-09-26,Illinois,17,289683,8847,IL
2020-09-27,Illinois,17,291271,8859,IL
2020-09-28,Illinois,17,293169,8877,IL
2020-09-29,Illinois,17,294673,8901,IL
2020-09-30,Illinois,17,296935,8935,IL
2020-10-01,Illinois,17,299111,8956,IL
2020-10-02,Illinois,17,301540,9007,IL
2020-10-03,Illinois,17,303807,9033,IL
