Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 03/13 11:00:00,0.6921098706190001,0.16523910172800002,0.0,0.0553577914162,0.0,0.000960593136602,0.000960593136602,0.000960593136602,0.0236947292974,0.00425699856787,0.0662473497925,0.238114292416,0.348305907408
 03/13 12:00:00,0.640809534033,0.12296328012,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.0680812751934,0.234103178762,0.300143352213
 03/13 13:00:00,0.6182401946530001,0.103473680384,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.06644160630969999,0.24219833540999997,0.271118525068
 03/13 14:00:00,0.603140335079,0.100405283192,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.0635196077253,0.255836121837,0.245302877652
 03/13 15:00:00,0.63041100091,0.125433497596,0.0,0.0,0.0,0.0,0.0,0.0,0.027340070857700002,0.0049119211714,0.0658950331489,0.27005734297600004,0.251676632756
 03/13 16:00:00,0.743029674913,0.19563231504599998,0.0,0.0,0.0,0.0,0.0,0.0,0.041921440150599995,0.00753161213383,0.0752305305505,0.31943050559999997,0.288385586478
 03/13 17:00:00,0.958204587964,0.309909428424,0.0,0.0,0.0,0.0,0.0,0.0,0.0838428803013,0.0150632242677,0.0922276002925,0.38805701376699997,0.368483869336
 03/13 18:00:00,1.18244323878,0.249411871163,0.0,0.0,0.0,0.0,0.0,0.0,0.162217766574,0.029144067919900003,0.0938343890347,0.421312792432,0.43540422281499996
 03/13 19:00:00,1.2596325157100001,0.143445638018,0.0,0.0,0.0,0.0,0.0,0.0,0.242415287003,0.043552366294099996,0.08587000220839999,0.434877649519,0.44238721068899994
 03/13 20:00:00,1.24663565173,0.0977119293362,0.0,0.0,0.0,0.0,0.0,0.0,0.260641994805,0.0468269793118,0.0765268754022,0.44982816405000003,0.402281638157
 03/13 21:00:00,1.13185846206,0.07694463090630001,0.0,0.0,0.0,0.0,0.0,0.0,0.218720554654,0.0392953671779,0.0696771717763,0.439326339209,0.354309029247
 03/13 22:00:00,0.9276122737450001,0.144892421958,0.0,0.0893931953576,0.0,0.0015511906765499999,0.0015511906765499999,0.0015511906765499999,0.16404043125,0.029471528125,0.06115742313730001,0.380180645135,0.28068105542
 03/13 23:00:00,0.7338179927259999,0.36791124087,0.0,0.325186418181,0.0,0.00564278005732,0.00564278005732,0.00564278005732,0.114828301875,0.0206300696875,0.053823325404400005,0.330369906477,0.197993609225
 03/14 00:00:00,0.517812182974,0.650319257276,0.0,0.618187050464,0.0,0.0107270579736,0.0107270579736,0.0107270579736,0.058325483275699995,0.0104787649463,0.0485932653724,0.2732662339,0.10589137750600001
 03/14 01:00:00,0.426855371343,0.8486391376629999,0.0,0.8179950740369999,0.0,0.014194216094799999,0.014194216094799999,0.014194216094799999,0.034630750926300004,0.00622176583015,0.046130409106,0.25160622016399997,0.0635420092217
 03/14 02:00:00,0.40230059089299997,1.03268337012,0.0,1.0089279523999999,0.0,0.017507368730099997,0.017507368730099997,0.017507368730099997,0.0236947292974,0.00425699856787,0.04399866156880001,0.24868904659699997,0.053623786131300005
 03/14 03:00:00,0.40437730424400004,1.21748694314,0.0,1.1939720334100001,0.0,0.0207183363217,0.0207183363217,0.0207183363217,0.0236947292974,0.00425699856787,0.042470157715099995,0.24518843831700002,0.0575186440249
 03/14 04:00:00,0.431113711781,1.32499528295,0.0,1.2954284946899999,0.0,0.0224788541798,0.0224788541798,0.0224788541798,0.0236947292974,0.00425699856787,0.0427496529025,0.235926412241,0.0914770645921
 03/14 05:00:00,0.616899512548,1.3514635525,0.0,1.31334846628,0.0,0.0227898095354,0.0227898095354,0.0227898095354,0.0255174000776,0.004584459869630001,0.0447567874514,0.263274914433,0.245446141181
 03/14 06:00:00,0.9710227041089999,1.5942580357299998,0.0,1.5265980153299998,0.0,0.0264902110139,0.0264902110139,0.0264902110139,0.040098775474300005,0.00720415192867,0.0513555313521,0.30418827371199997,0.531155760628
 03/14 07:00:00,1.1077000912100001,1.18911453468,0.0,1.08674342575,0.0,0.018857657600099997,0.018857657600099997,0.018857657600099997,0.07108419704800001,0.012770997348499999,0.06031668821169999,0.323222831237,0.5959177197609999
 03/14 08:00:00,0.989940014761,1.0054735404700001,0.0,0.899865351682,0.0,0.0156148657412,0.0156148657412,0.0156148657412,0.0565028185994,0.0101513047412,0.0680613007556,0.2732662339,0.555813491023
 03/14 09:00:00,0.8410851312980001,0.669817862173,0.0,0.56298130924,0.0,0.009769103279879999,0.009769103279879999,0.009769103279879999,0.0291627416378,0.00523938247316,0.071130532077,0.232571662639,0.482681709191
 03/14 10:00:00,0.7570411961929999,0.358409487284,0.0,0.261890739435,0.0,0.00454444515225,0.00454444515225,0.00454444515225,0.0236947292974,0.00425699856787,0.0670225310811,0.238041363077,0.408951129017
 03/14 11:00:00,0.690236418791,0.10988131031199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.0662473497925,0.238114292416,0.34739304871699994
 03/14 12:00:00,0.6399815794879999,0.12296328012,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.0680812751934,0.234103178762,0.299315397667
 03/14 13:00:00,0.6174882825670001,0.103473680384,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.06644160630969999,0.24219833540999997,0.270366612981
 03/14 14:00:00,0.602551890134,0.100405283192,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.0635196077253,0.255836121837,0.244714432707
 03/14 15:00:00,0.629737448234,0.125433497596,0.0,0.0,0.0,0.0,0.0,0.0,0.027340070857700002,0.0049119211714,0.0658950331489,0.27005734297600004,0.25100308008
 03/14 16:00:00,0.742189107324,0.19563231504599998,0.0,0.0,0.0,0.0,0.0,0.0,0.041921440150599995,0.00753161213383,0.0752305305505,0.31943050559999997,0.287545018889
 03/14 17:00:00,0.9570515625329999,0.309909428424,0.0,0.0,0.0,0.0,0.0,0.0,0.0838428803013,0.0150632242677,0.0922276002925,0.38805701376699997,0.36733084390500004
 03/14 18:00:00,1.18110423439,0.249411871163,0.0,0.0,0.0,0.0,0.0,0.0,0.162217766574,0.029144067919900003,0.0938343890347,0.421312792432,0.43406521843400003
 03/14 19:00:00,1.2581564764,0.143445638018,0.0,0.0,0.0,0.0,0.0,0.0,0.242415287003,0.043552366294099996,0.08587000220839999,0.434877649519,0.44091117137900004
 03/14 20:00:00,1.24535083049,0.0977119293362,0.0,0.0,0.0,0.0,0.0,0.0,0.260641994805,0.0468269793118,0.0765268754022,0.44982816405000003,0.40099681692199995
 03/14 21:00:00,1.13068385487,0.07694463090630001,0.0,0.0,0.0,0.0,0.0,0.0,0.218720554654,0.0392953671779,0.0696771717763,0.439326339209,0.353134422051
 03/14 22:00:00,0.9250047675249999,0.055499226600800006,0.0,0.0,0.0,0.0,0.0,0.0,0.16404043125,0.029471528125,0.06115742313730001,0.380180645135,0.279624739877
 03/14 23:00:00,0.7275289879029999,0.042724822689,0.0,0.0,0.0,0.0,0.0,0.0,0.114828301875,0.0206300696875,0.053823325404400005,0.330369906477,0.19734738446
 03/15 00:00:00,0.509476613879,0.184928290051,0.0,0.15279608323899999,0.0,0.00265138592245,0.00265138592245,0.00265138592245,0.058325483275699995,0.0104787649463,0.0485932653724,0.2732662339,0.105631480462
 03/15 01:00:00,0.4188062171,0.391081314795,0.0,0.360437251168,0.0,0.00625446826527,0.00625446826527,0.00625446826527,0.034630750926300004,0.00622176583015,0.046130409106,0.25160622016399997,0.0634326028079
 03/15 02:00:00,0.39236776400300005,0.46491797467100004,0.0,0.44116255695100004,0.0,0.00765524984815,0.00765524984815,0.00765524984815,0.0236947292974,0.00425699856787,0.04399866156880001,0.24868904659699997,0.0535430781233
 03/15 03:00:00,0.392798433207,0.555527469418,0.0,0.532012559687,0.0,0.0092317196974,0.0092317196974,0.0092317196974,0.0236947292974,0.00425699856787,0.042470157715099995,0.24518843831700002,0.057426389612699996
 03/15 04:00:00,0.418794069899,0.625999018846,0.0,0.596432230588,0.0,0.010349558616700002,0.010349558616700002,0.010349558616700002,0.0236947292974,0.00425699856787,0.0427496529025,0.235926412241,0.09128671827299999
 03/15 05:00:00,0.601522151974,0.501627580188,0.0,0.463512493965,0.0,0.00804307594363,0.00804307594363,0.00804307594363,0.0255174000776,0.004584459869630001,0.0447567874514,0.263274914433,0.244815514199
 03/15 06:00:00,0.9500025768700001,0.466404514854,0.0,0.39874449446000004,0.0,0.00691919267076,0.00691919267076,0.00691919267076,0.040098775474300005,0.00720415192867,0.0513555313521,0.30418827371199997,0.529706651733
 03/15 07:00:00,1.09523872077,0.565408119001,0.0,0.46303701007299997,0.0,0.008034825134640001,0.008034825134640001,0.008034825134640001,0.07108419704800001,0.012770997348499999,0.06031668821169999,0.323222831237,0.594279181786
 03/15 08:00:00,0.979468823085,0.48984366837399995,0.0,0.384235479582,0.0,0.006667425760369999,0.006667425760369999,0.006667425760369999,0.0565028185994,0.0101513047412,0.0680613007556,0.2732662339,0.5542897393280001
 03/15 09:00:00,0.834132965972,0.345016384741,0.0,0.238179831809,0.0,0.00413300288648,0.00413300288648,0.00413300288648,0.0291627416378,0.00523938247316,0.071130532077,0.232571662639,0.48136564425800005
 03/15 10:00:00,0.753539635413,0.22037626456300002,0.0,0.123857516714,0.0,0.00214923098318,0.00214923098318,0.00214923098318,0.0236947292974,0.00425699856787,0.0670225310811,0.238041363077,0.407844782406
 03/15 11:00:00,0.689665508724,0.130482438194,0.0,0.0206011278824,0.0,0.00035747997786500003,0.00035747997786500003,0.00035747997786500003,0.0236947292974,0.00425699856787,0.0662473497925,0.238114292416,0.34646465867200005
 03/15 12:00:00,0.639540055966,0.131270535222,0.0,0.008307255102419999,0.0,0.00014415120313199999,0.00014415120313199999,0.00014415120313199999,0.0236947292974,0.00425699856787,0.0680812751934,0.234103178762,0.298729722942
 03/15 13:00:00,0.617823246106,0.141349169832,0.0,0.037875489447400004,0.0,0.0006572324198250001,0.0006572324198250001,0.0006572324198250001,0.0236947292974,0.00425699856787,0.06644160630969999,0.24219833540999997,0.2700443441
 03/15 14:00:00,0.602330323477,0.100405283192,0.0,0.0,0.0,0.0,0.0,0.0,0.0236947292974,0.00425699856787,0.0635196077253,0.255836121837,0.24449286604899997
 03/15 15:00:00,0.629558373447,0.125433497596,0.0,0.0,0.0,0.0,0.0,0.0,0.027340070857700002,0.0049119211714,0.0658950331489,0.27005734297600004,0.25082400529300003
 03/15 16:00:00,0.7417829424779999,0.19563231504599998,0.0,0.0,0.0,0.0,0.0,0.0,0.041921440150599995,0.00753161213383,0.0752305305505,0.31943050559999997,0.287138854043
 03/15 17:00:00,0.9561982027310001,0.309909428424,0.0,0.0,0.0,0.0,0.0,0.0,0.0838428803013,0.0150632242677,0.0922276002925,0.38805701376699997,0.366477484103
 03/15 18:00:00,1.18009073995,0.249411871163,0.0,0.0,0.0,0.0,0.0,0.0,0.162217766574,0.029144067919900003,0.0938343890347,0.421312792432,0.433051723985
 03/15 19:00:00,1.25720652026,0.143445638018,0.0,0.0,0.0,0.0,0.0,0.0,0.242415287003,0.043552366294099996,0.08587000220839999,0.434877649519,0.439961215238
 03/15 20:00:00,1.24435154035,0.0977119293362,0.0,0.0,0.0,0.0,0.0,0.0,0.260641994805,0.0468269793118,0.0765268754022,0.44982816405000003,0.399997526782
 03/15 21:00:00,1.12977625274,0.07694463090630001,0.0,0.0,0.0,0.0,0.0,0.0,0.218720554654,0.0392953671779,0.0696771717763,0.439326339209,0.352226819926
 03/15 22:00:00,0.924345115737,0.055499226600800006,0.0,0.0,0.0,0.0,0.0,0.0,0.16404043125,0.029471528125,0.06115742313730001,0.380180645135,0.27896508809
 03/15 23:00:00,0.72790899016,0.084720537581,0.0,0.041995714892,0.0,0.0007287284131089999,0.0007287284131089999,0.0007287284131089999,0.114828301875,0.0206300696875,0.053823325404400005,0.330369906477,0.196998658304
 03/16 00:00:00,0.511480024993,0.312224581138,0.0,0.280092374325,0.0,0.00486028805537,0.00486028805537,0.00486028805537,0.058325483275699995,0.0104787649463,0.0485932653724,0.2732662339,0.105425989443
 03/16 01:00:00,0.42062369647299996,0.502247339205,0.0,0.471603275578,0.0,0.00818347080202,0.00818347080202,0.00818347080202,0.034630750926300004,0.00622176583015,0.046130409106,0.25160622016399997,0.0633210796438
 03/16 02:00:00,0.396302144225,0.6963927862620001,0.0,0.6726373685410001,0.0,0.0116719042273,0.0116719042273,0.0116719042273,0.0236947292974,0.00425699856787,0.04399866156880001,0.24868904659699997,0.0534608039667
 03/16 03:00:00,0.397849823731,0.852052670448,0.0,0.828537760717,0.0,0.0143771575057,0.0143771575057,0.0143771575057,0.0236947292974,0.00425699856787,0.042470157715099995,0.24518843831700002,0.057332342327800004
 03/16 04:00:00,0.424039854045,0.9394882750660001,0.0,0.9099214868080001,0.0,0.0157893642921,0.0157893642921,0.0157893642921,0.0236947292974,0.00425699856787,0.0427496529025,0.235926412241,0.0910926967439
 03/16 05:00:00,0.610346642552,1.0472138444299999,0.0,1.0090987582,0.0,0.0175103326286,0.0175103326286,0.0175103326286,0.0255174000776,0.004584459869630001,0.0447567874514,0.263274914433,0.244172748092
